"1 _ 1",,
"Time","Force","Stroke"
"sec","N","mm"
"0","0.6389618","0.0001666667"
"0.01","0.6508827","0.001533333"
"0.02","0.6548564","0.0033"
"0.03","0.679493","0.005033333"
"0.04","0.7915497","0.0067"
"0.05","1.031558","0.008366667"
"0.06","1.377265","0.01006667"
"0.07","1.819134","0.01176667"
"0.08","2.38498","0.01343333"
"0.09","3.073215","0.0151"
"0.1","3.829002","0.0168"
"0.11","4.606247","0.01846667"
"0.12","5.396207","0.02013333"
"0.13","6.195704","0.0218"
"0.14","6.999175","0.02346667"
"0.15","7.801851","0.0251"
"0.16","8.605321","0.02676667"
"0.17","9.407203","0.02846667"
"0.18","10.21067","0.03013333"
"0.19","11.01017","0.0318"
"0.2","11.80569","0.03346667"
"0.21","12.60201","0.03513333"
"0.22","13.40946","0.03676667"
"0.23","14.22326","0.03846667"
"0.24","15.0315","0.04013333"
"0.25","15.82543","0.0418"
"0.26","16.61062","0.04346667"
"0.27","17.39422","0.04516667"
"0.28","18.18101","0.0468"
"0.29","18.96461","0.04846667"
"0.3","19.74821","0.05013333"
"0.31","20.53181","0.0518"
"0.32","21.30906","0.05346667"
"0.33","22.08392","0.05513334"
"0.34","22.86514","0.0568"
"0.35","23.65669","0.05846667"
"0.36","24.45459","0.06013333"
"0.37","25.25171","0.0618"
"0.38","26.04167","0.06346667"
"0.39","26.82209","0.0651"
"0.4","27.59218","0.0668"
"0.41","28.35909","0.06846667"
"0.42","29.13396","0.0701"
"0.43","29.92153","0.0718"
"0.44","30.71626","0.07346667"
"0.45","31.51496","0.07513333"
"0.46","32.31366","0.0768"
"0.47","33.1076","0.0785"
"0.48","33.90392","0.08013333"
"0.49","34.705","0.08176666"
"0.5","35.50053","0.08346666"
"0.51","36.28651","0.08513334"
"0.52","37.0717","0.0868"
"0.53","37.85928","0.08846667"
"0.54","38.64288","0.09013333"
"0.55","39.41774","0.09176667"
"0.56","40.19419","0.09343334"
"0.57","40.97779","0.09513333"
"0.58","41.7614","0.0968"
"0.59","42.53467","0.09846666"
"0.6","43.29761","0.1001667"
"0.61","44.05658","0.1018"
"0.62","44.82746","0.1034667"
"0.63","45.60709","0.1051333"
"0.64","46.37957","0.1068"
"0.65","47.14251","0.1084667"
"0.66","47.90306","0.1101333"
"0.67","48.65646","0.1118333"
"0.68","49.40192","0.1134667"
"0.69","50.14102","0.1151333"
"0.7","50.88885","0.1168"
"0.71","51.64226","0.1184667"
"0.72","52.39089","0.1201333"
"0.73","53.1292","0.1218"
"0.74","53.86909","0.1234667"
"0.75","54.61137","0.1251"
"0.76","55.34808","0.1268"
"0.77","56.07843","0.1284667"
"0.78","56.80799","0.1301333"
"0.79","57.53517","0.1318"
"0.8","58.26632","0.1335"
"0.81","59.00462","0.1351333"
"0.82","59.7477","0.1367667"
"0.83","60.48997","0.1384667"
"0.84","61.22828","0.1401333"
"0.85","61.96101","0.1418"
"0.86","62.69455","0.1434667"
"0.87","63.43365","0.1451667"
"0.88","64.17751","0.1468"
"0.89","64.9182","0.1484667"
"0.9","65.65412","0.1501333"
"0.91","66.38924","0.1518"
"0.92","67.12675","0.1534667"
"0.93","67.86584","0.1551333"
"0.94","68.60415","0.1568"
"0.95","69.34404","0.1584667"
"0.96","70.08234","0.1601333"
"0.97","70.81429","0.1618"
"0.98","71.54306","0.1634667"
"0.99","72.26944","0.1651333"
"1","73.00456","0.1668333"
"1.01","73.7532","0.1684667"
"1.02","74.5066","0.1701333"
"1.03","75.24728","0.1718"
"1.04","75.97923","0.1734667"
"1.05","76.71356","0.1751333"
"1.06","77.45345","0.1768"
"1.07","78.19255","0.1785"
"1.08","78.93404","0.1801333"
"1.09","79.67631","0.1818"
"1.1","80.42494","0.1834667"
"1.11","81.17358","0.1851333"
"1.12","81.91029","0.1868"
"1.13","82.64223","0.1884667"
"1.14","83.38133","0.1901333"
"1.15","84.12917","0.1917667"
"1.16","84.86827","0.1934333"
"1.17","85.60022","0.1951333"
"1.18","86.34249","0.1968"
"1.19","87.09669","0.1984667"
"1.2","87.85248","0.2001333"
"1.21","88.60906","0.2018"
"1.22","89.36723","0.2034667"
"1.23","90.13017","0.2051333"
"1.24","90.89152","0.2068"
