"1 _ 1",,
"Time","Force","Stroke"
"sec","N","mm"
"3.06","313.3996","0.5101333"
"3.07","314.37","0.5118"
"3.08","315.3475","0.5134667"
"3.09","316.3107","0.5151333"
"3.1","317.262","0.5168"
"3.11","318.2165","0.5184667"
"3.12","319.1678","0.5201333"
"3.13","320.1048","0.5218"
"3.14","321.0378","0.5234666"
"3.15","321.9827","0.5251333"
"3.16","322.9372","0.5267667"
"3.17","323.8861","0.5284333"
"3.18","324.8278","0.5301"
"3.19","325.7767","0.5317667"
"3.2","326.7249","0.5334667"
"3.21","327.6579","0.5351"
"3.22","328.5861","0.5367666"
"3.23","329.5294","0.5384667"
"3.24","330.4887","0.5401334"
"3.25","331.4431","0.5418"
"3.26","332.3929","0.5434667"
"3.27","333.3505","0.5451334"
"3.28","334.3217","0.5468"
"3.29","335.2873","0.5484334"
"3.3","336.2386","0.5501333"
"3.31","337.1851","0.5518"
"3.32","338.1364","0.5534667"
"3.33","339.0892","0.5551333"
"3.34","340.0405","0.5568"
"3.35","340.9974","0.5584334"
"3.36","341.9622","0.5601"
"3.37","342.9222","0.5618"
"3.38","343.8647","0.5634667"
"3.39","344.7954","0.5651333"
"3.4","345.7316","0.5668"
"3.41","346.6685","0.5684667"
"3.42","347.5976","0.5701"
"3.43","348.5195","0.5718"
"3.44","349.4469","0.5734667"
"3.45","350.3768","0.5751"
"3.46","351.3018","0.5768"
"3.47","352.2277","0.5784667"
"3.48","353.1567","0.5801333"
"3.49","354.0865","0.5818"
"3.5","355.014","0.5834666"
"3.51","355.9383","0.5851333"
"3.52","356.8546","0.5867667"
"3.53","357.7685","0.5884666"
"3.54","358.6888","0.5901"
"3.55","359.6131","0.5917667"
"3.56","360.5294","0.5934333"
"3.57","361.4426","0.5951334"
"3.58","362.3557","0.5968"
"3.59","363.2649","0.5984667"
"3.6","364.1804","0.6001334"
"3.61","365.1047","0.6017666"
"3.62","366.0337","0.6034333"
"3.63","366.954","0.6051"
"3.64","367.8719","0.6068"
"3.65","368.7954","0.6084667"
"3.66","369.7252","0.6101333"
"3.67","370.6495","0.6118"
"3.68","371.5706","0.6134667"
"3.69","372.4933","0.6151"
"3.7","373.4207","0.6168"
"3.71","374.3418","0.6184334"
"3.72","375.2542","0.6201"
"3.73","376.1665","0.6218"
"3.74","377.0828","0.6234667"
"3.75","378.0007","0.6251"
"3.76","378.9171","0.6267667"
"3.77","379.8398","0.6284667"
"3.78","380.7696","0.6301"
"3.79","381.6946","0.6317667"
"3.8","382.6102","0.6334667"
"3.81","383.5273","0.6351333"
"3.82","384.4595","0.6368"
"3.83","385.3925","0.6384667"
"3.84","386.3128","0.6401333"
"3.85","387.2228","0.6418"
"3.86","388.1367","0.6434667"
"3.87","389.0578","0.6451333"
"3.88","389.9781","0.6468"
"3.89","390.896","0.6484666"
"3.9","391.8203","0.6501667"
"3.91","392.7493","0.6518"
"3.92","393.6752","0.6534333"
"3.93","394.5947","0.6551"
"3.94","395.5229","0.6567667"
"3.95","396.4615","0.6584333"
"3.96","397.3985","0.6601"
"3.97","398.3267","0.6618"
"3.98","399.247","0.6634667"
"3.99","400.1737","0.6651334"
"4","401.117","0.6668"
"4.01","402.0699","0.6684667"
"4.02","403.0164","0.6701"
"4.03","403.9558","0.6718"
"4.04","404.892","0.6734667"
"4.05","405.8289","0.6751333"
"4.06","406.7699","0.6768333"
"4.07","407.7125","0.6785"
"4.08","408.6574","0.6801333"
"4.09","409.6039","0.6818"
"4.1","410.5417","0.6834667"
"4.11","411.4676","0.6851"
"4.12","412.3839","0.6867667"
"4.13","413.3026","0.6884667"
"4.14","414.2292","0.6901333"
"4.15","415.1511","0.6918"
"4.16","416.0611","0.6934667"
"4.17","416.971","0.6951333"
"4.18","417.8874","0.6968"
"4.19","418.8045","0.6984667"
"4.2","419.7144","0.7001333"
"4.21","420.6205","0.7018"
"4.22","421.5288","0.7034667"
"4.23","422.4404","0.7051333"
"4.24","423.3424","0.7068"
"4.25","424.2341","0.7084666"
"4.26","425.1242","0.7101667"
"4.27","426.0198","0.7118"
"4.28","426.9123","0.7134333"
"4.29","427.7976","0.7151"
"4.3","428.6806","0.7168"
"4.31","429.5627","0.7184667"
"4.32","430.4425","0.7201334"
"4.33","431.3239","0.7218"
"4.34","432.2092","0.7234667"
"4.35","433.0985","0.7251"
"4.36","433.9862","0.7267666"
"4.37","434.8636","0.7284667"
"4.38","435.7306","0.7301334"
"4.39","436.5905","0.7318"
"4.4","437.4552","0.7335"
"4.41","438.3286","0.7351333"
"4.42","439.2004","0.7368"
"4.43","440.0667","0.7384667"
"4.44","440.9242","0.7401333"
